Gene	Vector-1	Vector-2	Vector-3	CEP120-1	CEP120-2	CEP120-3
ATP6V1F	1473	1464	1562	1511	1368	1836
ATP6V1A	3453	3633	3679	3837	3599	4650
RASL10A	5	0	10	2	1	5
RASL10B	35	50	25	43	56	53
DTL	2641	2323	2533	2777	2886	2643
ATP6V1H	1752	1800	1659	1835	1692	2110
RNU5A-1	1	0	3	1	0	1
MIR654	0	0	0	0	0	0
RAP1GDS1	1374	1391	1548	1487	1507	1972
PDE6B	0	0	0	1	0	0
PDE6C	3	6	2	5	2	11
PDE6A	45	63	64	71	74	48
PDE6G	17	16	12	13	15	33
PDE6D	397	444	398	469	406	532
IL11RA	25	11	44	38	33	31
PDE6H	0	0	1	2	4	1
ISPD-AS1	0	0	0	0	0	0
RBM12	2900	2596	2542	3297	3457	3286
RBM11	0	0	0	0	0	0
RBM10	3156	2775	2690	3435	3245	3610
RBM17	3465	3728	3633	3616	3897	3878
RBM15	2075	1799	1993	2369	2318	2716
RBM14	1756	1361	1565	1690	1610	1960
RBM19	1913	1608	1712	1995	2058	2215
RBM18	1439	1522	1395	1565	1768	1789
MVP	1875	2124	1879	2016	2153	2463
MIR1248	17036	16606	16447	17653	18647	20617
MIR1249	0	2	0	0	1	1
MIR1243	0	0	0	0	0	0
MIR1246	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0
MVD	1127	1210	980	1203	1210	1207
MVK	359	374	347	314	405	386
ALK	11	5	17	4	6	4
SUCLA2	1305	1115	1236	1329	1349	1568
ALB	0	0	0	0	0	0
RELL1	184	197	151	154	158	188
RELL2	48	57	56	68	69	92
MIR3689B	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0
CLLU1OS	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0
RFT1	241	321	306	306	424	380
ZNF18	133	116	105	124	158	119
ZNF19	22	29	17	19	12	39
ZNF14	135	134	114	88	148	97
ZNF16	382	363	285	351	381	364
ZNF17	46	57	48	85	92	70
ZNF10	235	179	225	254	293	275
NOXRED1	5	12	11	4	12	11
ZNF12	475	550	458	648	742	541
PLEKHG4B	1	5	0	2	0	0
MYBPHL	5	0	8	5	0	4
LMLN-AS1	0	0	0	0	0	0
HECW1-IT1	0	0	0	0	0	0
EIF2S2	20820	20530	19314	21126	20683	24322
RRN3	1723	1453	1564	1767	1647	1839
LOC642361	109	116	88	108	84	152
LILRA6	0	0	0	0	1	0
LILRA4	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA1	0	0	0	0	0	0
UPRT	351	455	377	386	433	543
NFE2L3	51	35	81	105	90	74
NFE2L2	9023	8206	9185	9524	8815	11092
NFE2L1	9976	9944	8955	11982	12683	11185
SNORA38B	4	1	1	0	1	0
P3H4	1292	1369	1152	1788	1583	1464
P3H3	65	83	59	57	84	73
P3H2	1875	2017	1658	2159	2227	2292
P3H1	1873	1813	1993	2061	2090	2412
ASNSD1	991	1048	1073	1058	1085	1276
SCAND1	1999	2297	2265	2223	1765	2847
KIRREL2	0	0	0	0	0	0
KIRREL3	21	9	25	5	21	27
STK17B	1337	1145	1243	1366	1281	1568
STK17A	2548	2496	2328	2824	2648	3055
ZC3H11A	21	6	13	15	8	20
IAH1	259	283	244	253	320	297
EFR3B	95	59	76	123	109	110
MIR5192	0	0	0	0	0	0
CYB5R4	1187	1242	1280	1429	1267	1507
CYB5R3	2497	2777	2306	2851	3136	3228
CYB5R2	1301	1584	1198	1498	1503	1679
CYB5R1	830	898	776	875	869	963
SECTM1	355	437	307	419	531	501
SRMS	1	4	0	1	0	4
ASNS	770	637	619	958	945	814
FAHD2A	593	626	578	681	649	744
MLLT10	2847	2618	2910	3041	3298	3668
MLLT11	36	24	36	27	10	28
TBC1D3D	1	23	20	24	22	17
BCAR4	0	6	0	1	0	0
BCAR1	3353	3347	3167	3892	3657	3905
BCAR3	8880	7617	8247	9590	9798	9522
CD99	3013	3361	2639	3164	3419	3696
CD96	0	0	0	0	0	0
LINC00511	152	210	139	165	267	189
LINC00517	0	0	0	0	0	0
CD93	0	0	0	0	0	0
LINC00515	1	0	4	14	6	3
CYB5RL	158	186	120	232	243	231
DEFB103B	0	0	0	0	0	0
DEFB103A	0	0	0	0	0	0
MPC1L	0	1	0	0	0	2
MIR598	0	0	0	0	0	0
MIR599	0	0	0	0	0	0
MIR595	0	0	0	0	0	0
MIR596	0	0	0	0	0	0
MIR597	0	0	2	0	0	0
MIR590	6	9	1	2	8	7
MIR591	0	0	0	0	0	0
MIR592	0	0	0	0	0	0
MIR593	1	0	0	1	1	0
CT47B1	0	0	0	0	0	0
JOSD1	3302	3267	3177	3786	4048	4097
JOSD2	278	436	354	336	309	387
THRIL	0	0	0	0	0	0
LOC105373496	0	0	0	0	0	0
PTPA	3024	3256	2685	3460	3104	3746
ADAMTS7P1	0	0	0	0	0	0
ROCK1P1	42	50	27	55	55	45
SOX8	0	0	0	0	0	0
SOX9	405	399	360	406	451	567
LOC100422737	2	5	14	1	8	4
SOX2	0	0	1	0	0	0
SOX3	0	0	0	0	0	0
SOX1	0	0	0	0	0	0
SOX7	248	277	261	269	218	300
RDH10-AS1	8	10	13	11	1	10
SOX5	0	0	1	0	0	0
EMBP1	0	0	0	0	0	0
KLRC1	1	0	0	1	1	1
KLRC3	67	80	92	77	90	51
KLRC2	378	369	440	406	406	426
KLRC4	9	12	6	15	3	6
SLC1A5	10364	10084	9524	11333	10741	12201
SLC1A6	0	0	0	0	0	0
LYST	840	634	875	951	882	986
ARHGEF40	244	311	325	342	384	365
LURAP1L	2550	2284	2567	2825	2499	3091
NALCN-AS1	1	0	0	0	0	1
LOC101928358	0	1	0	0	0	4
LOC401286	0	0	0	0	0	0
INHBA	1	4	1	1	1	0
INHBB	1	0	1	5	1	0
INHBC	9	7	11	5	3	8
INHBE	1098	1115	1003	1200	1096	1291
FAM210A	1242	1418	1222	1327	1568	1530
FAM210B	339	446	368	371	438	431
STAU2	641	755	744	775	775	866
CFAP77	0	0	1	6	0	0
CFAP74	0	7	0	0	4	1
CFAP73	5	1	8	0	7	0
CFAP70	34	34	54	55	106	61
TSHB	0	0	0	0	0	0
CRTC1	507	548	539	548	717	548
CRTC3	2617	2412	2537	3132	3264	3228
CRTC2	1969	1686	1891	2121	1921	2454
PNMAL2	0	0	0	0	0	0
PNMAL1	0	1	0	0	0	0
TSHR	0	0	0	8	0	8
LY86	1	0	0	0	0	0
SDHAF1	460	575	540	559	567	742
SDHAF2	304	331	324	279	278	410
SDHAF3	746	656	700	793	737	957
SDHAF4	60	85	81	64	63	93
TWSG1	538	498	566	603	703	675
MALL	20	22	14	11	11	16
LOC101929002	0	0	0	0	1	0
C14orf177	0	0	0	0	0	0
C14orf178	0	0	0	2	0	0
HECA	1149	1093	1043	1247	1310	1360
S1PR5	27	16	19	30	37	20
MAL2	0	2	1	4	1	6
ARV1	647	782	791	710	794	942
PRTFDC1	480	526	474	579	590	569
USP17L17	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0
USP17L12	0	0	0	0	0	0
USP17L11	0	0	0	0	0	0
USP17L10	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0
AGTR1	0	0	0	0	0	0
GGNBP1	1	0	0	0	0	0
USP17L19	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0
CD4	1	0	0	4	2	0
CD5	0	0	0	0	0	0
CD6	0	0	0	0	4	0
CD7	10	13	9	2	9	1
CD2	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0
CD9	1277	1369	1557	1437	1150	1768
CDY2B	0	0	0	0	0	0
NUSAP1	18	12	12	8	12	13
BTAF1	6308	4785	5630	7231	7352	6738
CDA	2494	2520	2724	2574	2340	3610
MRPS27	6512	7335	7056	7678	7971	8395
MYT1	0	0	0	0	0	0
STKLD1	20	19	25	31	27	18
KCNK4-TEX40	0	0	0	0	0	0
AACS	2195	2157	2180	2419	2343	2721
GTF2IRD2B	355	335	361	383	360	481
ADCYAP1R1	0	0	0	0	0	0
MSC	1432	1395	1166	1488	1428	1357
NR1H3	441	556	451	521	544	632
SPANXB1	0	0	1	1	0	0
SLC2A4RG	2205	2649	1919	2749	3228	2846
BAZ1B	5727	5035	5331	6666	7001	6332
ABCC8	1	1	0	0	0	0
ABCC9	0	0	0	0	4	1
ABCC4	1291	1343	1277	1488	1410	1681
ABCC5	1544	1247	1424	1793	1771	1705
ABCC6	1	2	10	5	6	5
ABCC1	3079	2692	2762	3389	3899	3419
ABCC2	6917	5036	6059	6538	5723	7606
ABCC3	4217	4378	4000	4640	4844	4924
MIRLET7G	9	2	11	4	0	5
MIRLET7D	0	0	0	0	0	0
MIRLET7E	0	0	0	0	0	0
MIRLET7C	4	0	0	3	2	0
MIRLET7I	6	10	3	4	5	10
PPP4R3CP	0	0	0	0	0	0
PMP2	0	0	1	0	0	0
FBXW7-AS1	0	0	0	0	0	1
DYX1C1	2	17	7	12	5	12
RPL22L1	2101	2385	2236	2076	2065	2868
SNORD116-9	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0
SNORD116-4	0	0	0	0	0	0
SNORD116-7	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	0
GOLGA1	1351	1230	1324	1338	1584	1519
GOLGA2	3709	3798	3449	4075	4353	4379
GOLGA3	3168	3190	3055	3553	4517	3492
GOLGA4	10251	9153	10329	10575	10533	11858
GOLGA5	2254	2656	2318	2339	2589	2926
GOLGA7	405	420	332	471	416	553
SLCO3A1	811	630	729	879	873	887
ENPP6	0	0	0	0	0	0
ENPP7	2	0	0	5	3	1
ENPP4	0	0	0	0	0	0
ENPP5	0	0	0	0	0	0
ENPP2	7	5	6	9	3	2
ENPP3	0	0	0	0	0	0
ENPP1	293	246	270	320	317	369
ZZEF1	3057	2199	2623	3541	3608	3114
PTMS	9658	10776	10018	10398	9350	13574
SLC2A2	0	0	0	0	0	0
BTN3A1	61	105	121	99	158	173
DNM1	752	640	685	692	784	751
DNM3	25	59	31	55	64	42
DNM2	9253	8865	8166	10519	10939	11551
NORAD	8645	8672	7500	9845	11873	9146
TRAP1	5878	5622	5398	6746	6681	6838
ZNF287	0	0	0	1	0	1
ZNF284	23	8	9	15	25	21
ZNF285	0	0	0	0	0	0
ZNF282	3207	3278	2881	3568	3542	3762
ZNF283	287	336	288	397	414	438
ZNF281	1828	1652	1526	2132	2216	1928
PLPPR4	0	0	0	0	0	0
PLPPR5	0	0	0	0	0	0
PLPPR1	0	0	0	0	0	0
PLPPR2	1399	1247	1258	1489	1544	1610
PLPPR3	16	3	6	29	7	11
RFXAP	597	413	443	709	614	653
SNORD19B	0	0	0	0	0	0
LOC101928014	0	0	0	0	0	0
LOC101928012	1	0	5	0	0	0
RAD23B	10937	11391	10400	12230	12530	13520
RAD23A	2511	2362	2137	2794	2557	2781
SLC6A19	0	0	1	0	1	0
MIR4498	0	0	0	0	2	0
MIR4499	0	0	0	0	0	0
MIR4494	0	0	0	0	1	0
MIR4495	0	0	0	0	0	0
MIR4496	0	1	4	1	2	1
MIR4497	0	0	0	0	0	0
MIR4490	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0
MIR4492	0	0	0	0	0	0
MIR4493	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0
SACM1L	1442	1403	1381	1662	1632	1613
IL4I1	0	0	6	0	4	6
LINC01918	0	0	0	0	0	0
LINC01919	0	0	0	0	0	0
LINC01914	27	12	4	12	12	19
CST11	0	0	0	0	0	0
LINC01917	0	0	0	0	0	0
LINC01910	47	21	31	45	67	42
LINC01913	0	1	0	0	1	0
IFNA8	0	0	0	1	0	0
IFNA2	0	0	0	0	0	0
IFNA1	6	3	0	5	0	7
IFNA7	0	0	0	0	0	0
MIR449A	0	0	1	0	0	0
MIR449B	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0
AP1B1P1	0	0	0	0	0	0
TIMM29	759	798	736	968	958	821
RCOR1	2804	2597	2569	3066	3235	3007
TIMM23	3613	3626	3421	3878	3466	4648
TIMM22	550	482	534	579	587	748
TIMM21	938	867	892	847	812	1159
CRYAB	5	13	13	6	11	16
SLC33A1	1614	1744	1695	1612	1585	1985
ELF1	1625	1341	1555	1749	1592	1825
ELF3	633	547	769	795	692	981
ELF2	1490	1454	1484	1654	1669	1869
ELF5	0	0	0	0	0	0
ELF4	2218	2073	2161	2518	2804	2613
LINC00319	18	16	13	32	24	34
ZRSR2	450	506	438	422	434	541
MIR3148	0	0	0	0	0	0
UPK3B	6	10	12	7	14	11
UPK3A	0	0	0	0	0	0
MIR3143	6	0	7	3	0	4
MIR3141	0	0	0	0	0	0
MIR3140	0	0	0	0	0	0
MIR3147	0	0	0	0	0	0
MIR3146	0	0	0	0	0	0
MIR3145	0	0	0	4	1	0
MIR3144	0	0	0	0	0	0
LDHD	0	4	0	1	0	6
GMPR2	1799	1873	1541	1727	1905	2205
LDHA	67441	66947	63614	69641	74511	83222
LDHB	1242	1428	1239	1368	1099	1806
LDHC	1	8	2	4	5	7
SLFN11	2	1	6	17	0	8
GPC6-AS1	0	0	0	0	0	0
CFL2	4221	4653	4714	4655	4792	5621
CFL1	13029	13900	12699	13521	12822	17609
DNM1L	4526	4477	4541	5310	5249	5426
FOXD1	611	723	543	580	821	693
PLEKHG2	1234	1013	1214	1340	1448	1260
PLEKHG3	472	516	395	596	575	502
H1FOO	1	0	0	0	0	0
PLEKHG1	14	2	1	10	14	5
PLEKHG6	2	9	12	16	26	16
PLEKHG7	0	0	0	0	0	1
PLEKHG4	350	418	322	462	547	432
PLEKHG5	259	235	204	314	337	263
SIGLEC1	3	0	5	1	0	1
METTL11B	0	0	0	0	0	1
AIP	1341	1503	1221	1523	1476	1781
SERPINH1	9711	10269	9276	10709	10819	12188
RNF14	1191	1387	1225	1335	1331	1614
RNF17	3	0	3	5	0	4
RNF10	5317	5193	5163	5475	5503	6617
RNF11	2587	2871	2796	2944	2904	3299
RNF13	1363	1409	1377	1415	1321	1623
CAMK1	5	15	8	9	11	11
CAMK4	10	2	6	18	11	24
HMGCLL1	0	4	0	0	0	0
NACAP1	1	2	0	8	7	2
FOXQ1	429	384	337	439	640	401
CAMKV	0	0	1	2	1	0
FAM183A	0	0	0	0	2	3
RIT2	0	0	0	0	0	1
RIT1	2330	2232	2287	2339	2393	2881
LOC102724957	0	0	0	0	0	0
LOC102724951	0	0	0	0	0	0
ZNF37BP	535	415	489	550	570	538
HRH4	0	0	3	3	1	1
HRH2	1	0	0	0	1	0
HRH3	0	0	4	0	0	0
HRH1	764	670	783	895	955	977
TPRN	1420	1493	1338	1461	1502	1799
GTF2IRD1	5515	4985	5164	5923	5885	6452
LOC100506403	2974	2522	2521	3418	3667	3330
COL4A5	2381	2255	2158	2384	2643	2952
COL4A4	40	32	16	57	32	57
COL4A3	1223	1115	1185	1479	1568	1400
COL4A2	7163	8116	7061	8441	9075	9160
COL4A1	3157	3166	2909	3605	3633	3965
LOC100506405	0	1	0	0	0	0
LINC02032	1	0	0	0	0	0
LINC02036	8	12	2	10	12	7
LINC02037	0	2	1	2	4	0
HLX	30	37	59	34	24	26
HLCS	1168	1122	1004	1155	1365	1281
LINC02039	0	0	0	0	0	0
HLF	0	7	1	2	14	0
TMPRSS11A	0	0	0	0	1	0
TMPRSS11B	0	0	0	0	0	0
TMPRSS11D	1	2	0	0	3	0
TMPRSS11E	0	0	0	0	0	0
TMPRSS11F	0	0	0	0	0	0
NDST1-AS1	0	0	1	0	3	10
COX4I2	3	2	1	0	0	0
COX4I1	10137	11212	10341	10533	10287	13383
EDA	3	4	8	5	11	6
CCDC116	1	1	1	6	2	14
CCDC117	626	784	699	866	752	900
CCDC114	16	1	4	18	8	0
CCDC115	383	374	374	294	474	397
CCDC112	546	580	561	615	659	558
CCDC113	231	314	192	304	324	237
CCDC110	0	1	5	7	1	1
UBXN10-AS1	0	0	0	0	0	0
BPESC1	0	0	0	0	0	0
IPO13	928	893	911	1176	1003	1230
ZNF780A	306	250	231	282	365	230
ZNF780B	226	209	217	299	270	248
FRG1	496	550	512	487	512	677
FRG2	4	1	0	0	0	0
C20orf141	1	0	0	0	0	3
LINC01072	0	0	0	0	0	0
MCM10	1347	1372	1339	1551	1622	1365
IGFBPL1	0	0	0	0	0	0
LRGUK	0	5	5	9	10	5
OR5P3	0	0	0	0	0	0
OR5P2	0	0	0	0	0	0
ATP6V0E1	4662	4424	4068	4365	4186	5635
ATP6V0E2	165	306	243	225	252	305
LOC101927282	13	27	21	23	32	16
SIX4	1044	929	1002	1087	891	1307
SIX5	234	227	179	203	240	262
SIX6	0	0	0	0	0	0
SIX1	33	71	22	68	67	59
SIX2	1300	1252	1224	1531	1413	1643
SIX3	0	0	0	0	0	0
LOC100506384	0	0	0	0	0	0
LINC00308	0	1	1	3	0	1
LINC00309	0	0	0	0	0	0
LOC102724163	0	0	2	0	2	1
PLCZ1	0	0	0	0	0	0
LINC00303	0	0	0	0	0	0
LINC00301	0	0	0	0	0	0
KNDC1	39	11	3	24	35	32
LINC00307	0	0	0	0	0	0
LINC00304	1	6	0	6	2	1
LINC00305	0	0	0	0	0	0
MTCYBP38	0	0	0	0	0	0
MTCYBP39	0	0	0	0	0	0
MTCYBP34	0	0	0	0	0	0
MTCYBP35	0	0	0	0	0	0
MTCYBP36	0	0	0	0	0	0
MTCYBP37	0	0	0	0	0	0
C3orf70	2	0	0	0	1	0
GPR75	65	34	66	72	45	70
MIR384	0	0	0	0	0	0
MIR381	0	0	0	0	0	0
MIR380	0	0	0	0	0	0
MIR383	0	0	0	0	0	0
MIR382	0	0	0	0	0	0
OR1P1	0	0	0	0	0	0
UQCRC2	7128	7185	7035	7775	8507	8668
XPNPEP1	1237	1447	1270	1381	1671	1665
XPNPEP2	0	0	0	0	0	0
UQCRC1	14418	15119	13364	15490	14772	17648
GGCX	1298	1344	1473	1395	1466	1720
PAPLN	243	298	172	318	350	326
RETSAT	2249	2550	2278	2484	2799	3201
LOC105369486	20	27	48	39	34	37
KHDRBS1	12820	13918	11608	13571	14282	16114
KHDRBS3	43	46	29	21	39	25
GGCT	1025	1171	947	1038	1083	1310
LHCGR	0	0	1	0	0	0
OR1Q1	0	0	0	0	0	0
INF2	5611	5097	5211	6483	6267	6707
B4GALT1-AS1	42	44	63	53	51	53
LOC105370027	1	0	1	0	0	0
LOC105370024	0	0	0	1	1	0
KRTAP10-12	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0
LOC101929709	352	237	345	324	328	351
LOC101929705	443	458	419	505	561	512
LOC101929704	17	8	5	2	29	19
AGBL4-IT1	0	0	0	0	0	0
GJA1	0	0	0	0	0	0
GJA3	3	1	0	0	1	4
GJA4	0	0	0	0	0	0
GJA5	0	0	0	0	0	0
GJA8	0	0	0	0	0	0
GJA9	0	0	2	0	0	1
SLFNL1-AS1	172	206	81	256	366	134
KDM3B	4300	4049	4033	4986	5199	4899
KDM3A	5354	4832	5072	5632	7195	6315
EIF2B4	1071	1105	1017	1063	1100	1486
EIF2B5	1976	1946	2057	2244	2204	2402
EIF2B2	1355	1411	1206	1533	1533	1645
EIF2B3	1184	1460	1077	1450	1450	1573
EIF2B1	2975	3004	2902	3167	3273	3615
QPRT	1597	1629	1573	1904	1601	2092
IFT140	622	461	478	602	645	621
TMEM14C	6940	8002	6926	7152	7851	9126
TMEM14B	2311	2308	2341	2383	2405	2789
TMEM14A	326	392	334	364	374	443
LURAP1	0	0	0	0	0	0
TPBGL	0	0	0	0	0	0
C9orf129	1	0	0	0	1	0
MYT1L	135	79	140	201	126	90
CFHR2	0	0	0	0	0	0
CFHR3	0	0	0	0	0	0
CFHR1	0	1	0	1	0	0
LRSAM1	690	725	652	696	797	855
CFHR5	0	0	0	1	0	0
TMEM147	1360	1445	1299	1547	1427	1826
TMEM145	17	23	23	19	37	26
TMEM144	202	309	247	274	313	223
TMEM143	104	136	91	112	100	100
TMEM141	275	360	247	284	306	293
TMEM140	394	336	321	405	471	387
RTKN2	190	146	198	204	206	236
PSMB8-AS1	0	0	0	0	0	0
FAM32A	1703	1778	1787	1870	1697	2047
FER1L6	0	0	0	0	0	1
FER1L4	218	177	166	190	308	167
FER1L5	5	5	4	8	7	7
ZMAT1	0	9	0	5	2	0
ZMAT3	712	721	682	903	882	908
ZMAT2	2050	2244	1920	2059	2203	2471
ZMAT5	107	107	74	94	80	128
ZMAT4	0	0	0	0	0	0
MYBL1	855	688	828	928	803	910
SMOC2	0	0	0	1	0	0
SMOC1	7679	7699	6992	9200	9753	8415
MYBL2	7796	7214	6747	8230	7792	8871
C11orf16	1	3	3	1	0	1
MYLK-AS2	3	0	5	1	1	2
MYLK-AS1	87	96	92	104	104	137
LOC389332	0	0	0	0	0	0
CADPS	0	0	0	0	0	0
MIR3914-2	0	0	0	0	0	0
TARS	50311	46218	47536	51273	49801	59304
C1QTNF1-AS1	37	99	64	77	53	133
MAMSTR	20	24	4	13	13	1
PDF	573	528	527	751	652	668
FAM66E	0	0	0	0	0	0
FAM66B	0	0	0	0	0	0
FAM66C	0	0	0	0	0	4
CPPED1	767	831	735	881	968	1006
LUCAT1	2293	2239	2016	2675	2993	2501
VWC2L-IT1	0	0	0	0	0	0
SRPX2	125	74	103	107	149	111
MBNL1	5432	5127	5444	6067	6037	6663
MBNL2	4719	4186	4823	5112	4529	5554
MBNL3	722	706	776	831	907	847
A1BG	0	1	0	0	0	0
SPACA6P-AS	10	13	5	2	11	4
LYRM2	1975	2449	2246	2347	2436	2579
MCUB	439	606	431	569	580	574
MYCBP	330	374	338	435	426	414
C16orf74	170	161	127	181	175	213
C16orf70	593	567	564	621	738	707
C16orf71	11	35	11	18	24	10
C16orf72	4597	4700	4398	5245	5161	5313
LYRM4	2733	2774	2534	2824	2638	3445
C16orf78	0	0	0	0	0	0
HABP4	215	261	191	242	255	291
ZNF853	0	0	0	0	0	0
ZNF852	75	96	90	80	97	48
HABP2	0	0	0	0	0	0
ZNF850	0	0	0	1	4	0
NDRG1	18187	18733	15962	19917	25088	21609
NDRG3	2465	2336	2705	2683	2552	3060
NDRG4	23	6	17	25	39	35
SRSF5	4483	4123	3873	4536	5193	4054
SRSF4	5123	4633	4930	5166	5253	5836
SRSF7	5732	5219	5677	5816	5134	6821
SRSF6	6199	5889	6047	6795	6828	7136
SRSF1	3132	2926	3203	3263	3355	3469
SRSF3	18626	17730	17868	18206	17440	21478
SRSF9	2547	2722	2430	2664	2666	3210
SRSF8	1070	1130	1084	1007	1198	1205
MIR2276	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0
CISD2	1686	1869	1768	1757	1779	2275
CISD3	767	820	678	751	700	962
CISD1	3454	3490	3226	3674	3456	4524
CLNS1A	3407	4234	3452	3784	3869	4697
LOC105376731	3	1	5	5	7	1
LOC105376736	22	30	27	32	55	28
ZNF581	1184	1611	1411	1438	1425	1927
ZNF580	871	841	909	846	783	1186
ZNF583	0	0	0	0	0	0
ZNF582	0	0	0	0	0	0
TIPARP	2798	2237	2487	2932	2545	3063
ZNF584	452	490	374	627	537	558
ZNF587	529	571	531	637	690	629
ZNF586	346	298	312	395	460	443
ZNF589	210	235	243	272	364	255
MTRF1L	665	557	550	688	687	761
TNKS2-AS1	13	8	15	9	5	4
ZER1	1442	1439	1309	1567	1806	1739
FAM160B1	1089	1316	1130	1224	1369	1199
FAM160B2	704	789	557	796	937	877
HIST2H2AA4	0	0	0	5	0	0
TSSK6	56	79	48	75	83	40
ZNF324	290	397	306	348	432	354
TSSK4	33	12	16	44	28	33
ZNF326	1039	1027	987	991	1071	1233
SRF	2464	2723	2215	3125	3396	3260
TSSK3	7	1	0	0	7	1
ZNF322	733	703	637	848	939	743
SRI	2656	2543	2448	2656	2672	3168
ZNF329	42	86	71	67	93	75
SRL	1	6	1	0	0	0
SRM	4250	5599	4616	4662	4576	5669
SRR	252	252	216	305	293	285
FAM220A	0	0	0	0	1	0
SRY	0	0	0	0	0	0
EIF2AK1	3730	3609	3583	4162	4300	4278
EIF2AK3	1292	1256	1394	1496	1465	1872
EIF2AK2	2524	2526	2342	3016	3157	2902
EIF2AK4	1707	1824	1499	2124	2327	2221
FAM136A	2046	2264	2069	2295	2216	2659
PLAUR	1536	1826	1401	1711	2024	1783
SLCO1B1	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0
SLCO1B7	0	0	1	0	0	0
LOX	2955	3513	3117	3414	4584	4126
MIR6868	0	0	0	0	0	0
TIMM17B	2084	2410	2194	2521	2290	2818
TIMM17A	5161	6025	5929	5557	5076	7434
GSN-AS1	0	1	0	0	1	1
PIGA	2276	2630	2655	2532	2685	3052
PIGB	461	468	486	449	488	511
PIGC	475	400	451	392	515	470
PIGF	226	182	195	257	274	310
PIGG	1046	925	912	987	1079	1202
PIGH	354	385	306	448	358	332
PIGK	1549	1643	1638	1827	1804	2016
PIGL	580	612	485	640	740	711
PIGM	242	272	220	296	357	270
PIGN	663	643	698	813	680	1000
PIGO	1500	1450	1446	1550	1820	1772
PIGP	468	581	532	430	552	615
PIGQ	626	655	540	727	675	804
PIGR	0	0	0	0	0	0
PIGS	1878	1931	1539	2089	2196	1978
PIGT	4289	4678	3857	4772	4807	5380
PIGU	702	805	569	676	734	704
PIGV	228	331	245	268	345	236
PIGW	20	18	9	24	26	25
PIGX	627	802	634	718	719	812
PIGY	0	0	0	0	0	0
PIGZ	12	14	8	16	30	21
LINC01278	667	661	681	722	818	904
BBIP1	497	473	450	589	529	622
LINC01276	2	3	0	0	8	0
LINC01271	5	4	5	1	2	2
LINC01270	206	127	141	162	202	165
LINC01273	144	159	114	137	126	194
RAB9BP1	0	0	0	0	0	0
PUF60	4347	4016	3712	4735	4389	5079
PLVAP	1	1	0	1	0	0
MIR4510	0	0	0	0	0	0
MIR4513	0	0	0	0	3	0
MIR4512	0	1	0	2	0	1
MIR4515	0	0	0	0	0	0
MIR4514	0	0	0	0	0	0
MIR4517	1346	1471	1312	1548	1600	1521
MIR4516	0	1	0	0	0	2
MIR4519	0	0	0	0	0	0
MIR4518	0	0	0	0	0	0
NTRK1	2	0	0	0	4	6
NTRK2	1	1	0	0	6	6
NTRK3	0	0	0	0	0	1
SAP18	2693	2616	2629	2739	2626	3260
STPG3-AS1	7	4	0	7	5	1
COL19A1	0	0	0	0	1	0
LINC01899	0	0	0	0	0	0
NKRF	1508	1585	1674	1757	1736	2120
UMODL1-AS1	0	0	0	0	0	0
PMF1-BGLAP	0	0	0	0	0	0
LOC100128006	0	0	0	0	0	0
ATG2A	1780	1594	1821	2026	1901	2396
LINC01890	1	0	0	2	2	0
ATG2B	2278	1843	2145	2613	2508	2679
GPR3	145	171	224	126	143	172
GPR1	1201	1421	1153	1348	1518	1532
GPR6	0	0	0	0	0	0
GPR4	0	0	0	1	0	0
C1orf35	815	894	690	776	878	900
SWT1	187	205	178	156	200	255
LOC102724362	0	0	0	0	0	0
LOC102724360	1	13	1	5	2	6
NCBP2L	0	0	0	5	8	2
PTOV1	1042	1026	955	1170	1159	1226
FKTN	1395	1249	1153	1417	1714	1524
NHP2	2135	2454	2172	2409	2472	2888
MIR149	0	0	0	0	4	4
MIR143	0	0	0	5	2	0
MIR142	0	0	0	0	0	0
MIR141	0	0	0	0	0	0
MIR140	0	0	0	0	0	0
MIR145	0	0	0	0	0	0
TPRKB	778	920	847	908	914	1084
HNF4G	7	2	10	0	5	4
HNF4A	13	3	4	10	15	3
MS4A6E	0	0	0	0	0	0
LOC728673	50	62	49	45	31	53
